,B,G,R
151455.0,92.0,158.0,217.0
151465.0,124.0,185.0,249.0
151516.0,223.0,200.0,192.0
151531.0,121.0,175.0,222.0
151545.0,188.0,228.0,255.0
151546.0,97.0,185.0,209.0
151556.0,111.0,196.0,242.0
151561.0,165.0,184.0,192.0
151564.0,150.0,209.0,255.0
151577.0,97.0,168.0,206.0
151581.0,99.0,121.0,139.0
151582.0,145.0,154.0,167.0
151588.0,126.0,182.0,223.0
151596.0,130.0,170.0,205.0
151599.0,157.0,185.0,219.0
151601.0,136.0,212.0,254.0
151622.0,131.0,149.0,172.0
151639.0,140.0,199.0,225.0
151641.0,112.0,168.0,209.0
151655.0,177.0,157.0,186.0
151659.0,128.0,154.0,184.0
151663.0,98.0,173.0,229.0
151672.0,124.0,204.0,235.0
151678.0,126.0,192.0,245.0
151685.0,150.0,150.0,150.0
151686.0,117.0,154.0,192.0
151687.0,161.0,211.0,247.0
151688.0,158.0,208.0,231.0
151695.0,148.0,178.0,207.0
151741.0,104.0,183.0,222.0
151742.0,115.0,194.0,237.0
151748.0,108.0,179.0,223.0
151752.0,137.0,195.0,231.0
151758.0,113.0,119.0,124.0
151776.0,135.0,194.0,234.0
151787.0,129.0,198.0,218.0
151805.0,143.0,161.0,190.0
151808.0,70.0,125.0,194.0
151819.0,117.0,168.0,218.0
151845.0,128.0,167.0,236.0
151851.0,146.0,168.0,196.0
151884.0,123.0,183.0,213.0
151891.0,151.0,200.0,238.0
151931.0,87.0,138.0,201.0
151937.0,124.0,196.0,230.0
151943.0,151.0,211.0,253.0
151953.0,120.0,172.0,202.0
151955.0,155.0,207.0,230.0
151965.0,107.0,157.0,187.0
151996.0,130.0,199.0,232.0
152041.0,112.0,157.0,190.0
152050.0,106.0,153.0,197.0
152058.0,105.0,140.0,173.0
152063.0,171.0,219.0,253.0
152112.0,63.0,136.0,204.0
152129.0,105.0,164.0,210.0
152141.0,144.0,184.0,209.0
152177.0,133.0,188.0,231.0
152179.0,150.0,185.0,205.0
152209.0,129.0,161.0,190.0
152219.0,106.0,162.0,209.0
152224.0,129.0,191.0,232.0
152282.0,113.0,178.0,222.0
152289.0,137.0,147.0,165.0
152297.0,165.0,218.0,251.0
152299.0,146.0,185.0,253.0
152313.0,123.0,179.0,226.0
152318.0,115.0,165.0,223.0
152368.0,132.0,142.0,159.0
152406.0,147.0,153.0,172.0
152439.0,96.0,132.0,168.0
152459.0,128.0,168.0,203.0
152461.0,150.0,171.0,198.0
152463.0,106.0,188.0,230.0
152470.0,143.0,148.0,173.0
152472.0,108.0,120.0,138.0
152487.0,97.0,121.0,145.0
152494.0,105.0,157.0,203.0
152500.0,136.0,180.0,233.0
152528.0,157.0,199.0,244.0
152532.0,170.0,175.0,190.0
152535.0,133.0,133.0,147.0
152539.0,99.0,178.0,217.0
152543.0,106.0,132.0,168.0
152567.0,127.0,155.0,189.0
152575.0,135.0,206.0,240.0
152592.0,122.0,148.0,165.0
152597.0,128.0,126.0,125.0
152611.0,116.0,193.0,249.0
152630.0,108.0,112.0,113.0
152647.0,103.0,176.0,228.0
152681.0,83.0,144.0,184.0
152706.0,118.0,129.0,151.0
152711.0,112.0,139.0,160.0
152721.0,95.0,141.0,182.0
152733.0,123.0,167.0,198.0
152804.0,106.0,131.0,151.0
152809.0,92.0,157.0,212.0
152814.0,157.0,151.0,168.0
152844.0,158.0,210.0,247.0
152853.0,157.0,207.0,237.0
152889.0,122.0,167.0,211.0
152927.0,127.0,209.0,240.0
152932.0,122.0,187.0,226.0
152955.0,138.0,184.0,225.0
153016.0,100.0,149.0,193.0
153037.0,196.0,203.0,223.0
153059.0,111.0,181.0,218.0
153076.0,126.0,169.0,188.0
153089.0,136.0,207.0,244.0
153102.0,168.0,190.0,218.0
153113.0,108.0,184.0,206.0
153117.0,148.0,198.0,220.0
153119.0,147.0,203.0,244.0
153131.0,141.0,203.0,221.0
153132.0,117.0,146.0,190.0
153194.0,111.0,190.0,231.0
153197.0,142.0,147.0,162.0
153202.0,122.0,176.0,209.0
153214.0,114.0,175.0,239.0
153243.0,148.0,206.0,235.0
153247.0,125.0,178.0,215.0
153258.0,157.0,166.0,175.0
153303.0,124.0,182.0,217.0
153351.0,110.0,179.0,228.0
153363.0,115.0,188.0,226.0
153378.0,121.0,192.0,249.0
153381.0,171.0,216.0,250.0
153389.0,134.0,140.0,151.0
153405.0,126.0,160.0,203.0
153412.0,141.0,157.0,170.0
153423.0,129.0,187.0,223.0
153427.0,120.0,173.0,224.0
153436.0,99.0,130.0,145.0
153443.0,129.0,197.0,240.0
153463.0,118.0,187.0,226.0
153482.0,95.0,134.0,179.0
153492.0,107.0,186.0,225.0
153497.0,109.0,118.0,127.0
153523.0,152.0,203.0,236.0
153582.0,80.0,137.0,192.0
153587.0,159.0,181.0,222.0
153593.0,154.0,193.0,237.0
153603.0,145.0,204.0,244.0
153647.0,86.0,124.0,158.0
153666.0,154.0,196.0,233.0
153680.0,105.0,172.0,221.0
153689.0,95.0,177.0,219.0
153709.0,124.0,174.0,210.0
153719.0,113.0,185.0,227.0
153742.0,130.0,106.0,106.0
153751.0,138.0,174.0,198.0
153755.0,139.0,170.0,215.0
153761.0,123.0,174.0,207.0
153767.0,102.0,149.0,163.0
153792.0,114.0,178.0,212.0
153808.0,100.0,137.0,159.0
153831.0,147.0,180.0,199.0
153842.0,172.0,224.0,247.0
153855.0,134.0,179.0,216.0
153858.0,96.0,120.0,142.0
153888.0,94.0,167.0,219.0
153898.0,68.0,123.0,168.0
153904.0,184.0,149.0,129.0
153933.0,188.0,163.0,173.0
153942.0,101.0,135.0,164.0
153963.0,105.0,177.0,231.0
153988.0,116.0,180.0,238.0
154002.0,110.0,150.0,179.0
154009.0,143.0,163.0,211.0
154015.0,103.0,174.0,207.0
154021.0,149.0,192.0,225.0
154040.0,157.0,211.0,255.0
154064.0,106.0,154.0,190.0
154067.0,112.0,161.0,223.0
154073.0,138.0,181.0,208.0
154101.0,101.0,176.0,215.0
154138.0,128.0,142.0,154.0
154139.0,143.0,197.0,227.0
154172.0,121.0,181.0,211.0
154185.0,197.0,225.0,249.0
154222.0,149.0,161.0,179.0
154228.0,153.0,212.0,255.0
154232.0,137.0,171.0,195.0
154238.0,144.0,207.0,245.0
154268.0,162.0,203.0,226.0
154309.0,105.0,172.0,203.0
154319.0,129.0,202.0,254.0
154322.0,61.0,145.0,187.0
154334.0,104.0,151.0,189.0
154352.0,129.0,153.0,171.0
154367.0,141.0,171.0,196.0
154396.0,108.0,179.0,229.0
154402.0,120.0,142.0,167.0
154406.0,135.0,174.0,183.0
154409.0,154.0,170.0,186.0
154426.0,148.0,196.0,232.0
154427.0,120.0,152.0,181.0
154505.0,164.0,207.0,240.0
154515.0,125.0,189.0,224.0
154521.0,118.0,187.0,236.0
154538.0,130.0,194.0,235.0
154549.0,170.0,156.0,162.0
154564.0,108.0,155.0,199.0
154604.0,88.0,150.0,204.0
154618.0,74.0,157.0,208.0
154619.0,143.0,195.0,235.0
154628.0,130.0,186.0,235.0
154640.0,179.0,207.0,237.0
154642.0,130.0,170.0,198.0
154669.0,131.0,193.0,229.0
154726.0,125.0,167.0,212.0
154731.0,121.0,152.0,183.0
154753.0,159.0,212.0,239.0
154765.0,134.0,193.0,232.0
154771.0,122.0,197.0,236.0
154801.0,164.0,216.0,252.0
154805.0,153.0,181.0,205.0
154813.0,132.0,171.0,199.0
154816.0,124.0,180.0,229.0
154822.0,128.0,187.0,219.0
154824.0,191.0,185.0,190.0
154847.0,107.0,179.0,227.0
154854.0,117.0,184.0,245.0
154862.0,135.0,169.0,192.0
154875.0,147.0,164.0,183.0
154885.0,142.0,192.0,228.0
154896.0,105.0,119.0,131.0
154900.0,138.0,201.0,239.0
154914.0,108.0,170.0,224.0
154923.0,147.0,192.0,229.0
154956.0,129.0,197.0,220.0
154967.0,119.0,160.0,183.0
154975.0,117.0,189.0,219.0
154983.0,108.0,153.0,164.0
154986.0,166.0,211.0,254.0
154994.0,179.0,219.0,248.0
155000.0,100.0,181.0,238.0
155036.0,143.0,145.0,156.0
155041.0,144.0,157.0,159.0
155074.0,121.0,152.0,183.0
155077.0,77.0,153.0,201.0
155093.0,148.0,198.0,240.0
155096.0,132.0,188.0,235.0
155158.0,86.0,144.0,173.0
155169.0,129.0,181.0,222.0
155188.0,176.0,213.0,251.0
155197.0,108.0,144.0,190.0
155223.0,143.0,150.0,170.0
155240.0,116.0,162.0,196.0
155242.0,118.0,185.0,234.0
155251.0,153.0,174.0,212.0
155310.0,98.0,186.0,233.0
155346.0,104.0,180.0,222.0
155348.0,123.0,171.0,199.0
155350.0,131.0,158.0,179.0
155357.0,188.0,153.0,173.0
155374.0,120.0,153.0,179.0
155379.0,192.0,134.0,152.0
155382.0,93.0,176.0,214.0
155386.0,93.0,165.0,207.0
155393.0,104.0,146.0,181.0
155446.0,183.0,188.0,203.0
155463.0,183.0,185.0,203.0
155483.0,130.0,165.0,215.0
155486.0,163.0,167.0,226.0
155496.0,169.0,217.0,245.0
155527.0,233.0,228.0,237.0
155530.0,150.0,200.0,230.0
155564.0,127.0,168.0,230.0
155582.0,165.0,211.0,235.0
155614.0,118.0,183.0,214.0
155631.0,136.0,154.0,195.0
155649.0,143.0,214.0,252.0
155650.0,105.0,180.0,219.0
155662.0,119.0,186.0,241.0
155672.0,132.0,193.0,225.0
155702.0,151.0,201.0,229.0
155719.0,123.0,165.0,207.0
155743.0,111.0,191.0,232.0
155746.0,125.0,172.0,224.0
155769.0,137.0,184.0,222.0
155810.0,125.0,182.0,221.0
155812.0,141.0,177.0,201.0
155816.0,150.0,188.0,212.0
155829.0,111.0,172.0,212.0
155865.0,164.0,151.0,159.0
155902.0,82.0,144.0,182.0
155906.0,96.0,162.0,203.0
155925.0,143.0,205.0,245.0
155958.0,138.0,145.0,165.0
155973.0,122.0,131.0,144.0
155991.0,103.0,176.0,220.0
155994.0,114.0,194.0,231.0
156023.0,184.0,167.0,171.0
156038.0,122.0,132.0,149.0
156044.0,140.0,204.0,235.0
156053.0,99.0,172.0,204.0
156057.0,176.0,221.0,255.0
156109.0,184.0,210.0,246.0
156116.0,111.0,179.0,222.0
156119.0,119.0,157.0,187.0
156124.0,106.0,167.0,201.0
156146.0,138.0,198.0,234.0
156149.0,132.0,199.0,254.0
156159.0,96.0,128.0,169.0
156196.0,132.0,145.0,167.0
156200.0,142.0,185.0,224.0
156206.0,94.0,80.0,81.0
156209.0,123.0,183.0,219.0
156214.0,109.0,144.0,187.0
156218.0,112.0,197.0,235.0
156227.0,148.0,207.0,253.0
156239.0,96.0,110.0,122.0
156246.0,143.0,185.0,230.0
156250.0,118.0,181.0,239.0
156265.0,124.0,185.0,225.0
156281.0,114.0,188.0,244.0
156283.0,113.0,187.0,235.0
156291.0,113.0,156.0,189.0
156300.0,125.0,146.0,167.0
156308.0,112.0,174.0,212.0
156321.0,179.0,202.0,217.0
156322.0,115.0,172.0,204.0
156339.0,125.0,139.0,158.0
156341.0,121.0,131.0,149.0
156355.0,93.0,173.0,220.0
156360.0,229.0,167.0,207.0
156363.0,154.0,194.0,242.0
156396.0,108.0,179.0,212.0
156422.0,81.0,181.0,235.0
156463.0,118.0,190.0,244.0
156478.0,97.0,144.0,188.0
156493.0,124.0,188.0,243.0
156513.0,121.0,131.0,171.0
156519.0,152.0,214.0,250.0
156525.0,150.0,203.0,253.0
156541.0,110.0,152.0,181.0
156585.0,121.0,188.0,221.0
156588.0,132.0,138.0,151.0
156615.0,225.0,202.0,246.0
156650.0,101.0,174.0,202.0
156654.0,135.0,203.0,250.0
156674.0,118.0,167.0,211.0
156698.0,116.0,158.0,195.0
156701.0,86.0,154.0,201.0
156726.0,112.0,107.0,108.0
156739.0,213.0,177.0,177.0
156748.0,115.0,157.0,192.0
156756.0,112.0,137.0,157.0
156788.0,86.0,143.0,195.0
156791.0,131.0,194.0,232.0
156798.0,92.0,170.0,213.0
156806.0,106.0,171.0,215.0
156813.0,129.0,197.0,242.0
156819.0,145.0,183.0,217.0
156825.0,128.0,193.0,238.0
156860.0,137.0,195.0,230.0
156879.0,98.0,150.0,197.0
156944.0,141.0,186.0,199.0
156968.0,112.0,197.0,229.0
156978.0,148.0,212.0,247.0
156979.0,128.0,191.0,235.0
156980.0,129.0,123.0,134.0
156995.0,94.0,167.0,205.0
156997.0,184.0,218.0,242.0
157009.0,118.0,194.0,217.0
157023.0,151.0,205.0,236.0
157038.0,96.0,177.0,212.0
157040.0,124.0,169.0,202.0
157048.0,105.0,183.0,226.0
157050.0,163.0,211.0,247.0
157059.0,125.0,141.0,158.0
157067.0,134.0,190.0,219.0
157106.0,165.0,211.0,252.0
157130.0,164.0,185.0,207.0
157133.0,151.0,202.0,235.0
157134.0,99.0,176.0,209.0
157136.0,152.0,202.0,238.0
157161.0,103.0,148.0,185.0
157167.0,250.0,149.0,71.0
157222.0,88.0,111.0,143.0
157224.0,145.0,202.0,234.0
157234.0,169.0,235.0,255.0
157238.0,118.0,111.0,116.0
157247.0,113.0,161.0,203.0
157278.0,90.0,183.0,228.0
157280.0,146.0,197.0,230.0
157309.0,133.0,191.0,243.0
157311.0,145.0,122.0,127.0
157312.0,135.0,177.0,230.0
157372.0,142.0,149.0,174.0
157374.0,114.0,161.0,205.0
157375.0,116.0,128.0,130.0
157382.0,124.0,183.0,215.0
157414.0,152.0,175.0,191.0
157416.0,115.0,180.0,219.0
157420.0,103.0,159.0,218.0
157443.0,130.0,169.0,191.0
157451.0,129.0,179.0,225.0
157476.0,175.0,191.0,237.0
157484.0,133.0,208.0,247.0
157498.0,136.0,178.0,201.0
157525.0,109.0,189.0,214.0
157530.0,153.0,198.0,232.0
157536.0,107.0,162.0,189.0
157596.0,86.0,166.0,225.0
157603.0,130.0,185.0,228.0
157617.0,113.0,172.0,217.0
157621.0,175.0,180.0,229.0
157622.0,151.0,200.0,246.0
157660.0,120.0,125.0,126.0
157717.0,117.0,194.0,251.0
157726.0,129.0,150.0,171.0
157734.0,169.0,213.0,250.0
157736.0,142.0,200.0,222.0
157738.0,118.0,181.0,225.0
157779.0,165.0,194.0,225.0
157794.0,108.0,161.0,204.0
157798.0,136.0,153.0,180.0
157815.0,135.0,187.0,203.0
157818.0,117.0,180.0,230.0
157822.0,206.0,180.0,194.0
157835.0,161.0,161.0,179.0
157837.0,109.0,175.0,210.0
157852.0,59.0,115.0,150.0
157861.0,129.0,204.0,248.0
157899.0,98.0,186.0,222.0
157902.0,99.0,171.0,219.0
157909.0,131.0,163.0,198.0
157919.0,119.0,155.0,185.0
157926.0,135.0,169.0,198.0
157950.0,146.0,207.0,239.0
157953.0,115.0,187.0,221.0
157974.0,116.0,182.0,230.0
157982.0,144.0,198.0,228.0
157989.0,132.0,201.0,228.0
157993.0,125.0,192.0,219.0
158016.0,139.0,132.0,137.0
158085.0,159.0,146.0,148.0
158098.0,175.0,177.0,195.0
158112.0,132.0,135.0,150.0
158119.0,139.0,206.0,251.0
158138.0,116.0,118.0,129.0
158152.0,131.0,150.0,188.0
158193.0,129.0,153.0,173.0
158199.0,135.0,173.0,245.0
158226.0,153.0,191.0,226.0
158247.0,116.0,169.0,196.0
158267.0,147.0,206.0,245.0
158283.0,117.0,124.0,127.0
158286.0,128.0,114.0,115.0
158298.0,96.0,165.0,235.0
158340.0,122.0,197.0,235.0
158360.0,113.0,131.0,148.0
158369.0,122.0,186.0,217.0
158375.0,163.0,166.0,197.0
158387.0,140.0,209.0,249.0
158392.0,193.0,164.0,173.0
158414.0,183.0,177.0,194.0
158434.0,109.0,154.0,191.0
158450.0,142.0,181.0,219.0
158457.0,137.0,196.0,211.0
158481.0,115.0,191.0,220.0
158486.0,110.0,131.0,152.0
158490.0,132.0,210.0,247.0
158497.0,144.0,172.0,202.0
158512.0,115.0,177.0,218.0
158520.0,144.0,188.0,212.0
158538.0,137.0,196.0,241.0
158548.0,99.0,137.0,179.0
158551.0,156.0,174.0,203.0
158575.0,144.0,158.0,186.0
158617.0,117.0,179.0,219.0
158626.0,85.0,180.0,219.0
158637.0,172.0,188.0,204.0
158650.0,110.0,187.0,233.0
158651.0,110.0,186.0,235.0
158678.0,158.0,196.0,231.0
158707.0,153.0,167.0,203.0
158709.0,121.0,181.0,211.0
158720.0,143.0,195.0,235.0
158756.0,156.0,176.0,207.0
158767.0,179.0,202.0,234.0
158787.0,108.0,187.0,236.0
158798.0,133.0,149.0,178.0
158839.0,102.0,170.0,193.0
158885.0,150.0,197.0,219.0
158888.0,136.0,195.0,235.0
158900.0,175.0,222.0,254.0
158905.0,137.0,151.0,170.0
158912.0,126.0,195.0,244.0
158918.0,120.0,185.0,223.0
158924.0,180.0,187.0,190.0
158950.0,116.0,127.0,165.0
158969.0,142.0,206.0,241.0
158972.0,140.0,181.0,214.0
158998.0,130.0,132.0,143.0
159015.0,113.0,142.0,157.0
159017.0,109.0,181.0,221.0
159053.0,92.0,175.0,220.0
159058.0,136.0,197.0,231.0
159066.0,96.0,146.0,192.0
159070.0,109.0,176.0,221.0
159071.0,101.0,151.0,197.0
159078.0,137.0,187.0,233.0
159080.0,133.0,199.0,248.0
159094.0,140.0,177.0,197.0
159111.0,139.0,197.0,233.0
159137.0,247.0,175.0,157.0
159144.0,129.0,191.0,227.0
159167.0,171.0,173.0,184.0
159169.0,233.0,181.0,204.0
159174.0,148.0,218.0,225.0
159211.0,115.0,180.0,218.0
159242.0,135.0,185.0,237.0
159263.0,155.0,218.0,255.0
159299.0,131.0,190.0,230.0
159327.0,68.0,159.0,210.0
159369.0,143.0,205.0,245.0
159372.0,139.0,207.0,242.0
159391.0,95.0,166.0,204.0
159432.0,121.0,183.0,231.0
159446.0,145.0,202.0,247.0
159458.0,114.0,160.0,191.0
159468.0,114.0,181.0,212.0
159478.0,106.0,130.0,160.0
159483.0,128.0,206.0,243.0
159485.0,124.0,178.0,213.0
159501.0,120.0,170.0,200.0
159521.0,162.0,219.0,240.0
159552.0,163.0,165.0,176.0
159556.0,83.0,149.0,208.0
159563.0,152.0,202.0,232.0
159568.0,171.0,163.0,203.0
159575.0,103.0,132.0,153.0
159599.0,137.0,161.0,183.0
159610.0,142.0,206.0,241.0
159630.0,122.0,197.0,243.0
159632.0,171.0,112.0,93.0
159633.0,82.0,157.0,203.0
159649.0,151.0,124.0,127.0
159679.0,125.0,189.0,230.0
159683.0,195.0,228.0,244.0
159697.0,86.0,141.0,172.0
159698.0,135.0,164.0,185.0
159714.0,133.0,177.0,218.0
159717.0,129.0,191.0,227.0
159754.0,155.0,167.0,179.0
159759.0,149.0,207.0,243.0
159771.0,129.0,184.0,227.0
159781.0,95.0,171.0,220.0
159796.0,108.0,114.0,113.0
159803.0,165.0,204.0,232.0
159804.0,131.0,114.0,105.0
159809.0,141.0,202.0,246.0
159810.0,132.0,187.0,226.0
159820.0,134.0,135.0,139.0
159823.0,85.0,182.0,232.0
159832.0,118.0,178.0,220.0
159833.0,96.0,159.0,187.0
159846.0,122.0,189.0,216.0
159847.0,138.0,198.0,227.0
159862.0,114.0,177.0,227.0
159874.0,99.0,181.0,223.0
159880.0,117.0,184.0,211.0
159896.0,109.0,183.0,219.0
159900.0,191.0,144.0,136.0
159949.0,118.0,193.0,225.0
159959.0,153.0,179.0,215.0
159962.0,151.0,210.0,249.0
160009.0,145.0,188.0,237.0
160030.0,93.0,125.0,144.0
160058.0,139.0,185.0,232.0
160091.0,131.0,190.0,222.0
160100.0,158.0,212.0,229.0
160108.0,100.0,134.0,158.0
160115.0,142.0,178.0,224.0
160116.0,129.0,150.0,177.0
160144.0,143.0,160.0,179.0
160152.0,124.0,168.0,215.0
160157.0,145.0,214.0,255.0
160161.0,77.0,139.0,179.0
160162.0,113.0,192.0,233.0
160172.0,129.0,197.0,242.0
160187.0,131.0,175.0,206.0
160204.0,122.0,196.0,244.0
160222.0,141.0,146.0,155.0
160227.0,131.0,180.0,202.0
160244.0,189.0,172.0,183.0
160261.0,163.0,210.0,241.0
160282.0,104.0,186.0,221.0
160285.0,129.0,194.0,202.0
160290.0,150.0,212.0,252.0
160302.0,82.0,161.0,204.0
160309.0,202.0,181.0,206.0
160321.0,132.0,215.0,253.0
160345.0,78.0,162.0,228.0
160385.0,109.0,157.0,191.0
160395.0,161.0,201.0,243.0
160411.0,138.0,115.0,129.0
160415.0,134.0,161.0,211.0
160422.0,167.0,177.0,207.0
160426.0,187.0,210.0,242.0
160430.0,129.0,178.0,224.0
160439.0,128.0,183.0,228.0
160489.0,104.0,185.0,223.0
160503.0,132.0,202.0,249.0
160566.0,70.0,141.0,198.0
160571.0,116.0,181.0,212.0
160578.0,145.0,193.0,227.0
160588.0,144.0,189.0,233.0
160609.0,145.0,202.0,241.0
160613.0,128.0,128.0,122.0
160623.0,107.0,182.0,208.0
160630.0,114.0,131.0,170.0
160693.0,78.0,119.0,144.0
160701.0,111.0,151.0,193.0
160708.0,114.0,146.0,182.0
160720.0,157.0,198.0,230.0
160722.0,108.0,178.0,215.0
160730.0,119.0,121.0,122.0
160757.0,92.0,174.0,222.0
160764.0,110.0,177.0,210.0
160773.0,123.0,165.0,194.0
160804.0,130.0,182.0,218.0
160807.0,123.0,203.0,228.0
160809.0,85.0,151.0,202.0
160815.0,95.0,159.0,193.0
160832.0,162.0,208.0,255.0
160848.0,129.0,187.0,223.0
160851.0,144.0,204.0,234.0
160852.0,78.0,163.0,201.0
160859.0,116.0,189.0,221.0
160862.0,142.0,172.0,227.0
160870.0,175.0,216.0,239.0
160896.0,147.0,188.0,220.0
160899.0,107.0,186.0,237.0
160900.0,161.0,151.0,164.0
160901.0,136.0,143.0,162.0
160904.0,129.0,197.0,226.0
160920.0,114.0,183.0,210.0
160921.0,124.0,174.0,220.0
160934.0,112.0,183.0,221.0
160936.0,169.0,198.0,242.0
160937.0,227.0,177.0,157.0
160962.0,164.0,175.0,233.0
160963.0,120.0,137.0,156.0
160964.0,129.0,171.0,216.0
160966.0,149.0,209.0,251.0
160999.0,126.0,137.0,169.0
161030.0,148.0,164.0,180.0
161031.0,93.0,171.0,207.0
161041.0,210.0,200.0,206.0
161048.0,139.0,144.0,169.0
161053.0,133.0,176.0,219.0
161060.0,92.0,123.0,156.0
161074.0,111.0,165.0,195.0
161087.0,147.0,204.0,226.0
161090.0,130.0,194.0,242.0
161106.0,113.0,178.0,222.0
161149.0,124.0,183.0,222.0
161152.0,143.0,208.0,229.0
161166.0,107.0,210.0,229.0
161178.0,139.0,196.0,218.0
161215.0,134.0,183.0,227.0
161216.0,196.0,169.0,189.0
161230.0,68.0,123.0,180.0
161232.0,154.0,198.0,252.0
161243.0,136.0,161.0,201.0
161248.0,120.0,185.0,224.0
161253.0,125.0,164.0,196.0
161256.0,109.0,162.0,189.0
161270.0,154.0,151.0,173.0
161276.0,97.0,128.0,161.0
161279.0,93.0,137.0,178.0
161289.0,127.0,199.0,253.0
161295.0,167.0,212.0,246.0
161300.0,140.0,211.0,244.0
161313.0,127.0,180.0,237.0
161323.0,126.0,134.0,164.0
161347.0,98.0,175.0,224.0
161349.0,100.0,109.0,119.0
161372.0,166.0,163.0,155.0
161379.0,113.0,162.0,210.0
161385.0,144.0,189.0,227.0
161407.0,112.0,160.0,202.0
161421.0,129.0,151.0,176.0
161433.0,138.0,198.0,222.0
161435.0,87.0,133.0,174.0
161446.0,120.0,164.0,201.0
161459.0,128.0,193.0,238.0
161485.0,154.0,192.0,210.0
161494.0,149.0,147.0,169.0
161508.0,124.0,167.0,200.0
161520.0,147.0,197.0,217.0
161522.0,87.0,138.0,170.0
161524.0,132.0,171.0,203.0
161537.0,157.0,182.0,244.0
161538.0,110.0,175.0,203.0
161541.0,125.0,177.0,230.0
161542.0,146.0,205.0,221.0
161583.0,107.0,177.0,207.0
161588.0,176.0,174.0,180.0
161618.0,128.0,193.0,237.0
161631.0,172.0,204.0,227.0
161632.0,133.0,120.0,136.0
161650.0,130.0,209.0,250.0
161651.0,127.0,136.0,146.0
161656.0,114.0,189.0,205.0
161682.0,105.0,157.0,197.0
161709.0,130.0,156.0,192.0
161731.0,112.0,157.0,224.0
161735.0,104.0,155.0,195.0
161764.0,120.0,162.0,204.0
161783.0,102.0,187.0,219.0
161784.0,114.0,180.0,198.0
161786.0,185.0,212.0,239.0
161798.0,80.0,168.0,205.0
161799.0,104.0,189.0,229.0
161803.0,147.0,193.0,227.0
161812.0,116.0,192.0,211.0
161834.0,148.0,191.0,218.0
161835.0,108.0,167.0,206.0
161845.0,89.0,169.0,222.0
161858.0,90.0,110.0,105.0
161860.0,136.0,187.0,213.0
161884.0,144.0,192.0,226.0
161891.0,116.0,178.0,218.0
161901.0,148.0,148.0,162.0
161930.0,142.0,193.0,255.0
162015.0,150.0,195.0,232.0
162041.0,141.0,197.0,238.0
162048.0,125.0,171.0,212.0
162052.0,137.0,166.0,187.0
162090.0,127.0,190.0,228.0
162116.0,126.0,197.0,247.0
162131.0,137.0,136.0,146.0
162141.0,84.0,146.0,224.0
162153.0,155.0,150.0,179.0
162173.0,130.0,188.0,224.0
162195.0,166.0,150.0,161.0
162196.0,156.0,206.0,234.0
162204.0,149.0,176.0,203.0
162210.0,126.0,183.0,198.0
162212.0,158.0,212.0,242.0
162233.0,140.0,126.0,138.0
162234.0,143.0,198.0,241.0
162242.0,132.0,193.0,219.0
162249.0,107.0,164.0,203.0
162255.0,197.0,188.0,209.0
162287.0,175.0,161.0,179.0
162301.0,125.0,173.0,207.0
162319.0,130.0,171.0,194.0
162328.0,122.0,167.0,201.0
162332.0,88.0,176.0,213.0
162334.0,86.0,136.0,178.0
162345.0,128.0,143.0,162.0
162348.0,131.0,194.0,228.0
162372.0,111.0,144.0,164.0
162376.0,181.0,186.0,225.0
162380.0,122.0,192.0,229.0
162389.0,110.0,193.0,238.0
162421.0,110.0,181.0,238.0
162438.0,159.0,165.0,210.0
162455.0,113.0,163.0,186.0
162469.0,111.0,142.0,173.0
162498.0,144.0,184.0,213.0
162506.0,127.0,186.0,235.0
162538.0,128.0,192.0,222.0
162557.0,122.0,141.0,176.0
162562.0,84.0,155.0,219.0
162565.0,136.0,203.0,230.0
162571.0,139.0,199.0,245.0
162573.0,116.0,187.0,244.0
162589.0,120.0,181.0,221.0
162608.0,171.0,151.0,170.0
162627.0,189.0,193.0,217.0
162640.0,98.0,153.0,196.0
162655.0,104.0,173.0,223.0
162691.0,152.0,209.0,254.0
162702.0,164.0,229.0,255.0
162707.0,141.0,147.0,158.0
162708.0,98.0,99.0,113.0
162727.0,114.0,140.0,170.0
162731.0,134.0,148.0,160.0
162740.0,115.0,194.0,235.0
162752.0,59.0,142.0,170.0
162756.0,131.0,119.0,119.0
162769.0,168.0,216.0,252.0
162809.0,137.0,204.0,237.0
162813.0,182.0,215.0,224.0
162829.0,184.0,151.0,155.0
162832.0,198.0,197.0,217.0
162843.0,93.0,171.0,214.0
162860.0,194.0,193.0,195.0
162864.0,98.0,181.0,237.0
162893.0,145.0,133.0,131.0
162911.0,130.0,157.0,207.0
162916.0,143.0,183.0,231.0
162926.0,113.0,205.0,224.0
162938.0,130.0,170.0,219.0
162950.0,101.0,142.0,167.0
162974.0,126.0,164.0,199.0
162975.0,140.0,150.0,168.0
163002.0,119.0,163.0,186.0
163008.0,85.0,118.0,144.0
163023.0,138.0,203.0,255.0
163026.0,93.0,138.0,175.0
163028.0,135.0,152.0,179.0
163046.0,79.0,146.0,185.0
163047.0,129.0,175.0,216.0
163078.0,113.0,131.0,142.0
163121.0,184.0,225.0,250.0
163153.0,103.0,176.0,206.0
163160.0,126.0,162.0,186.0
163167.0,117.0,161.0,198.0
163168.0,133.0,179.0,210.0
163209.0,108.0,140.0,175.0
163210.0,119.0,211.0,236.0
163221.0,99.0,150.0,193.0
163252.0,133.0,154.0,186.0
163256.0,128.0,183.0,220.0
